"","interests_correlate","d_interests_correlate"
"2850","0.01","[0-0.33]"
"2851","0.5","[0.33-1]"
"2852","0.46","[0.33-1]"
"2853","0.32","[0-0.33]"
"2854","0.49","[0.33-1]"
"2855","0.49","[0.33-1]"
"2856","0.29","[0-0.33]"
"2857","0.65","[0.33-1]"
"2858","0.31","[0-0.33]"
"2859","0.59","[0.33-1]"
"2860","0.37","[0.33-1]"
"2861","0.03","[0-0.33]"
"2862","0.21","[0-0.33]"
"2863","0.85","[0.33-1]"
"2864","0.08","[0-0.33]"
"2865","0.09","[0-0.33]"
"2866","0.71","[0.33-1]"
"2867","0.46","[0.33-1]"
"2868","-0.21","[-1-0]"
"2869","0.32","[0-0.33]"
"2870","0.36","[0.33-1]"
"2871","-0.4","[-1-0]"
"2872","-0.38","[-1-0]"
"2873","-0.02","[-1-0]"
"2874","0.1","[0-0.33]"
"2875","-0.26","[-1-0]"
"2876","0","[-1-0]"
"2877","-0.36","[-1-0]"
"2878","-0.25","[-1-0]"
"2879","-0.36","[-1-0]"
"2880","-0.02","[-1-0]"
"2881","0.46","[0.33-1]"
"2882","0.24","[0-0.33]"
"2883","-0.56","[-1-0]"
"2884","0.17","[0-0.33]"
"2885","-0.19","[-1-0]"
"2886","-0.31","[-1-0]"
"2887","-0.33","[-1-0]"
"2888","0.5","[0.33-1]"
"2889","0.36","[0.33-1]"
"2890","-0.11","[-1-0]"
"2891","0.05","[0-0.33]"
"2892","0.48","[0.33-1]"
"2893","0.9","[0.33-1]"
"2894","0.58","[0.33-1]"
"2895","0.54","[0.33-1]"
"2896","-0.17","[-1-0]"
"2897","0.61","[0.33-1]"
"2898","0.15","[0-0.33]"
"2899","0.02","[0-0.33]"
"2900","0.32","[0-0.33]"
"2901","0.22","[0-0.33]"
"2902","-0.15","[-1-0]"
"2903","0.53","[0.33-1]"
"2904","-0.11","[-1-0]"
"2905","0.31","[0-0.33]"
"2906","0.62","[0.33-1]"
"2907","0.53","[0.33-1]"
"2908","-0.03","[-1-0]"
"2909","0.13","[0-0.33]"
"2910","-0.13","[-1-0]"
"2911","0.09","[0-0.33]"
"2912","0.29","[0-0.33]"
"2913","0.1","[0-0.33]"
"2914","0.33","[0-0.33]"
"2915","-0.18","[-1-0]"
"2916","-0.01","[-1-0]"
"2917","0.38","[0.33-1]"
"2918","-0.02","[-1-0]"
"2919","0.16","[0-0.33]"
"2920","0.09","[0-0.33]"
"2921","0.1","[0-0.33]"
"2922","-0.03","[-1-0]"
"2923","0.51","[0.33-1]"
"2924","-0.07","[-1-0]"
"2925","0","[-1-0]"
"2926","0.45","[0.33-1]"
"2927","0.32","[0-0.33]"
"2928","0.4","[0.33-1]"
"2929","0.41","[0.33-1]"
"2930","-0.01","[-1-0]"
"2931","0.37","[0.33-1]"
"2932","0.69","[0.33-1]"
"2933","0.56","[0.33-1]"
"2934","0.57","[0.33-1]"
"2935","0.33","[0-0.33]"
"2936","-0.02","[-1-0]"
"2937","0.55","[0.33-1]"
"2938","0.06","[0-0.33]"
"2939","0.12","[0-0.33]"
"2940","0.25","[0-0.33]"
"2941","0.26","[0-0.33]"
"2942","0.25","[0-0.33]"
"2943","0.31","[0-0.33]"
"2944","0.27","[0-0.33]"
"2945","0.4","[0.33-1]"
"2946","0.54","[0.33-1]"
"2947","0.57","[0.33-1]"
"2948","-0.22","[-1-0]"
"2949","0","[-1-0]"
"2950","0.23","[0-0.33]"
"2951","0.42","[0.33-1]"
"2952","0.12","[0-0.33]"
"2953","-0.07","[-1-0]"
"2954","0.09","[0-0.33]"
"2955","-0.27","[-1-0]"
"2956","0.05","[0-0.33]"
"2957","0.06","[0-0.33]"
"2958","-0.14","[-1-0]"
"2959","-0.14","[-1-0]"
"2960","-0.19","[-1-0]"
"2961","-0.13","[-1-0]"
"2962","0.56","[0.33-1]"
"2963","-0.21","[-1-0]"
"2964","0.01","[0-0.33]"
"2965","0.25","[0-0.33]"
"2966","-0.2","[-1-0]"
"2967","-0.28","[-1-0]"
"2968","0.19","[0-0.33]"
"2969","0.48","[0.33-1]"
"2970","0.17","[0-0.33]"
"2971","0.11","[0-0.33]"
"2972","0.11","[0-0.33]"
"2973","0.31","[0-0.33]"
"2974","0.28","[0-0.33]"
"2975","0.03","[0-0.33]"
"2976","0.31","[0-0.33]"
"2977","0.3","[0-0.33]"
"2978","0.12","[0-0.33]"
"2979","0.32","[0-0.33]"
"2980","0.07","[0-0.33]"
"2981","0.2","[0-0.33]"
"2982","0.12","[0-0.33]"
"2983","0.14","[0-0.33]"
"2984","0.04","[0-0.33]"
"2985","0.31","[0-0.33]"
"2986","0.35","[0.33-1]"
"2987","0.38","[0.33-1]"
"2988","-0.3","[-1-0]"
"2989","0.38","[0.33-1]"
"2990","0.28","[0-0.33]"
"2991","0.27","[0-0.33]"
"2992","0.25","[0-0.33]"
"2993","0.13","[0-0.33]"
"2994","0.53","[0.33-1]"
"2995","-0.32","[-1-0]"
"2996","0.33","[0-0.33]"
"2997","0.44","[0.33-1]"
"2998","0.13","[0-0.33]"
"2999","0.3","[0-0.33]"
"3000","0.03","[0-0.33]"
"3001","0.34","[0.33-1]"
"3002","0.51","[0.33-1]"
"3003","0.09","[0-0.33]"
"3004","0.05","[0-0.33]"
"3005","0.21","[0-0.33]"
"3006","0.4","[0.33-1]"
"3007","0.14","[0-0.33]"
"3008","0.19","[0-0.33]"
"3009","-0.22","[-1-0]"
"3010","0.27","[0-0.33]"
"3011","0","[-1-0]"
"3012","-0.04","[-1-0]"
"3013","0.07","[0-0.33]"
"3014","0.46","[0.33-1]"
"3015","0.59","[0.33-1]"
"3016","0.21","[0-0.33]"
"3017","0.16","[0-0.33]"
"3018","0.03","[0-0.33]"
"3019","0.5","[0.33-1]"
"3020","0.32","[0-0.33]"
"3021","0","[-1-0]"
"3022","0.32","[0-0.33]"
"3023","0.36","[0.33-1]"
"3024","0.13","[0-0.33]"
"3025","0.41","[0.33-1]"
"3026","0","[-1-0]"
"3027","0.48","[0.33-1]"
"3028","0.38","[0.33-1]"
"3029","0.74","[0.33-1]"
"3030","0.41","[0.33-1]"
"3031","-0.38","[-1-0]"
"3032","0.32","[0-0.33]"
"3033","-0.36","[-1-0]"
"3034","0.49","[0.33-1]"
"3035","-0.08","[-1-0]"
"3036","0.41","[0.33-1]"
"3037","0.43","[0.33-1]"
"3038","0.43","[0.33-1]"
"3039","0.48","[0.33-1]"
"3040","0.32","[0-0.33]"
"3041","0.01","[0-0.33]"
"3042","0.36","[0.33-1]"
"3043","-0.11","[-1-0]"
"3044","-0.13","[-1-0]"
"3045","-0.01","[-1-0]"
"3046","0.23","[0-0.33]"
"3047","0.17","[0-0.33]"
"3048","0.28","[0-0.33]"
"3049","0.34","[0.33-1]"
"3050","-0.03","[-1-0]"
"3051","0.3","[0-0.33]"
"3052","0.66","[0.33-1]"
"3053","-0.22","[-1-0]"
"3054","0.31","[0-0.33]"
"3055","0.15","[0-0.33]"
"3056","-0.33","[-1-0]"
"3057","0.05","[0-0.33]"
"3058","0.22","[0-0.33]"
"3059","-0.08","[-1-0]"
"3060","0.39","[0.33-1]"
"3061","0.5","[0.33-1]"
"3062","-0.4","[-1-0]"
"3063","0.05","[0-0.33]"
"3064","0.09","[0-0.33]"
"3065","0.37","[0.33-1]"
"3066","0.42","[0.33-1]"
"3067","0.11","[0-0.33]"
"3068","0.27","[0-0.33]"
"3069","-0.43","[-1-0]"
"3070","0.01","[0-0.33]"
"3071","0.52","[0.33-1]"
"3072","0.35","[0.33-1]"
"3073","0.13","[0-0.33]"
"3074","0.18","[0-0.33]"
"3075","0.65","[0.33-1]"
"3076","-0.43","[-1-0]"
"3077","0.08","[0-0.33]"
"3078","0.06","[0-0.33]"
"3079","-0.02","[-1-0]"
"3080","0.45","[0.33-1]"
"3081","0.46","[0.33-1]"
"3082","-0.38","[-1-0]"
"3083","0.48","[0.33-1]"
"3084","0.29","[0-0.33]"
"3085","0.69","[0.33-1]"
"3086","0.12","[0-0.33]"
"3087","0.11","[0-0.33]"
"3088","0.25","[0-0.33]"
"3089","-0.29","[-1-0]"
"3090","0.07","[0-0.33]"
"3091","0.14","[0-0.33]"
"3092","0.43","[0.33-1]"
"3093","0.15","[0-0.33]"
"3094","0.42","[0.33-1]"
"3095","0.69","[0.33-1]"
"3096","-0.24","[-1-0]"
"3097","-0.03","[-1-0]"
"3098","-0.25","[-1-0]"
"3099","0.54","[0.33-1]"
"3100","0.59","[0.33-1]"
"3101","0.32","[0-0.33]"
"3102","-0.02","[-1-0]"
"3103","0.9","[0.33-1]"
"3104","0.1","[0-0.33]"
"3105","0.56","[0.33-1]"
"3106","-0.07","[-1-0]"
"3107","0.31","[0-0.33]"
"3108","0.13","[0-0.33]"
"3109","-0.03","[-1-0]"
"3110","0.09","[0-0.33]"
"3111","0.2","[0-0.33]"
"3112","0.6","[0.33-1]"
"3113","-0.12","[-1-0]"
"3114","0.6","[0.33-1]"
"3115","0.76","[0.33-1]"
"3116","-0.12","[-1-0]"
"3117","0.27","[0-0.33]"
"3118","0.09","[0-0.33]"
"3119","0.53","[0.33-1]"
"3120","0.66","[0.33-1]"
"3121","0.49","[0.33-1]"
"3122","0.1","[0-0.33]"
"3123","0.58","[0.33-1]"
"3124","0.33","[0-0.33]"
"3125","0.57","[0.33-1]"
"3126","0.09","[0-0.33]"
"3127","0.28","[0-0.33]"
"3128","0.53","[0.33-1]"
"3129","-0.22","[-1-0]"
"3130","0.6","[0.33-1]"
"3131","-0.34","[-1-0]"
"3132","0.1","[0-0.33]"
"3133","-0.24","[-1-0]"
"3134","0.23","[0-0.33]"
"3135","0.44","[0.33-1]"
"3136","0.13","[0-0.33]"
"3137","-0.15","[-1-0]"
"3138","-0.52","[-1-0]"
"3139","0.4","[0.33-1]"
"3140","0.52","[0.33-1]"
"3141","0.49","[0.33-1]"
"3142","-0.26","[-1-0]"
"3143","0.54","[0.33-1]"
"3144","-0.18","[-1-0]"
"3145","0.33","[0-0.33]"
"3146","-0.27","[-1-0]"
"3147","0.03","[0-0.33]"
"3148","-0.32","[-1-0]"
"3149","0.41","[0.33-1]"
"3150","-0.21","[-1-0]"
"3151","0.15","[0-0.33]"
"3152","0.12","[0-0.33]"
"3153","0.05","[0-0.33]"
"3154","0.29","[0-0.33]"
"3155","-0.07","[-1-0]"
"3156","-0.23","[-1-0]"
"3157","0.49","[0.33-1]"
"3158","0.39","[0.33-1]"
"3159","0.02","[0-0.33]"
"3160","0.22","[0-0.33]"
"3161","0.29","[0-0.33]"
"3162","0","[-1-0]"
"3163","-0.17","[-1-0]"
"3164","-0.01","[-1-0]"
"3165","-0.02","[-1-0]"
"3166","0.05","[0-0.33]"
"3167","0.31","[0-0.33]"
"3168","0.33","[0-0.33]"
"3169","-0.23","[-1-0]"
"3170","0.03","[0-0.33]"
"3171","0.5","[0.33-1]"
"3172","0.59","[0.33-1]"
"3173","0","[-1-0]"
"3174","0.47","[0.33-1]"
"3175","0.71","[0.33-1]"
"3176","-0.41","[-1-0]"
"3177","0.02","[0-0.33]"
"3178","-0.04","[-1-0]"
"3179","0.22","[0-0.33]"
"3180","0.59","[0.33-1]"
"3181","0.65","[0.33-1]"
"3182","-0.36","[-1-0]"
"3183","0.61","[0.33-1]"
"3184","0.38","[0.33-1]"
"3185","0.55","[0.33-1]"
"3186","0.06","[0-0.33]"
"3187","0.3","[0-0.33]"
"3188","0.44","[0.33-1]"
"3189","0.3","[0-0.33]"
"3190","0.22","[0-0.33]"
"3191","-0.15","[-1-0]"
"3192","0.34","[0.33-1]"
"3193","-0.45","[-1-0]"
"3194","0.29","[0-0.33]"
"3195","0.18","[0-0.33]"
"3196","-0.07","[-1-0]"
"3197","0.2","[0-0.33]"
"3198","-0.05","[-1-0]"
"3199","0.14","[0-0.33]"
"3200","0.56","[0.33-1]"
"3201","0.31","[0-0.33]"
"3202","-0.25","[-1-0]"
"3203","0.15","[0-0.33]"
"3204","-0.02","[-1-0]"
"3205","0.06","[0-0.33]"
"3206","-0.14","[-1-0]"
"3207","0.12","[0-0.33]"
"3208","0.13","[0-0.33]"
"3209","0.19","[0-0.33]"
"3210","0.44","[0.33-1]"
"3211","0","[-1-0]"
"3212","0.23","[0-0.33]"
"3213","-0.46","[-1-0]"
"3214","0.38","[0.33-1]"
"3215","0.38","[0.33-1]"
"3216","0.02","[0-0.33]"
"3217","0.09","[0-0.33]"
"3218","-0.07","[-1-0]"
"3219","0.08","[0-0.33]"
"3220","0.54","[0.33-1]"
"3221","0.59","[0.33-1]"
"3222","-0.36","[-1-0]"
"3223","0.02","[0-0.33]"
"3224","0.16","[0-0.33]"
"3225","0.12","[0-0.33]"
"3226","-0.14","[-1-0]"
"3227","0.32","[0-0.33]"
"3228","0.3","[0-0.33]"
"3229","-0.18","[-1-0]"
"3230","-0.27","[-1-0]"
"3231","0.09","[0-0.33]"
"3232","0.11","[0-0.33]"
"3233","0.11","[0-0.33]"
"3234","0.08","[0-0.33]"
"3235","0.38","[0.33-1]"
"3236","-0.25","[-1-0]"
"3237","0.2","[0-0.33]"
"3238","-0.18","[-1-0]"
"3239","0.08","[0-0.33]"
"3240","0.35","[0.33-1]"
"3241","0.37","[0.33-1]"
"3242","-0.02","[-1-0]"
"3243","0.32","[0-0.33]"
"3244","0.09","[0-0.33]"
"3245","0.25","[0-0.33]"
"3246","-0.19","[-1-0]"
"3247","0.07","[0-0.33]"
"3248","0.03","[0-0.33]"
"3249","-0.07","[-1-0]"
"3250","-0.04","[-1-0]"
"3251","-0.2","[-1-0]"
"3252","-0.02","[-1-0]"
"3253","-0.07","[-1-0]"
"3254","0.45","[0.33-1]"
"3255","0.41","[0.33-1]"
"3256","0.19","[0-0.33]"
"3257","0.5","[0.33-1]"
"3258","0.05","[0-0.33]"
"3259","0.53","[0.33-1]"
"3260","0.36","[0.33-1]"
"3261","0.03","[0-0.33]"
"3262","0.46","[0.33-1]"
"3263","0.22","[0-0.33]"
"3264","0.1","[0-0.33]"
"3265","0.26","[0-0.33]"
"3266","-0.13","[-1-0]"
"3267","0.2","[0-0.33]"
"3268","0.34","[0.33-1]"
"3269","0.57","[0.33-1]"
"3270","-0.12","[-1-0]"
"3271","-0.1","[-1-0]"
"3272","0.46","[0.33-1]"
"3273","-0.2","[-1-0]"
"3274","0.65","[0.33-1]"
"3275","-0.02","[-1-0]"
"3276","0.13","[0-0.33]"
"3277","0.46","[0.33-1]"
"3278","0.35","[0.33-1]"
"3279","0.31","[0-0.33]"
"3280","0.28","[0-0.33]"
"3281","0.21","[0-0.33]"
"3282","0.24","[0-0.33]"
"3283","-0.15","[-1-0]"
"3284","-0.03","[-1-0]"
"3285","0.25","[0-0.33]"
"3286","0.56","[0.33-1]"
"3287","0.12","[0-0.33]"
"3288","0.51","[0.33-1]"
"3289","-0.05","[-1-0]"
"3290","0.26","[0-0.33]"
"3291","0.52","[0.33-1]"
"3292","0.63","[0.33-1]"
"3293","0.02","[0-0.33]"
"3294","0.02","[0-0.33]"
"3295","0.61","[0.33-1]"
"3296","-0.39","[-1-0]"
"3297","-0.11","[-1-0]"
"3298","-0.01","[-1-0]"
"3299","-0.08","[-1-0]"
"3300","0.64","[0.33-1]"
"3301","0.85","[0.33-1]"
"3302","-0.56","[-1-0]"
"3303","0.53","[0.33-1]"
"3304","0.51","[0.33-1]"
"3305","0.31","[0-0.33]"
"3306","-0.21","[-1-0]"
"3307","0.14","[0-0.33]"
"3308","0.09","[0-0.33]"
"3309","0.33","[0-0.33]"
"3310","0.49","[0.33-1]"
"3311","-0.4","[-1-0]"
"3312","0.04","[0-0.33]"
"3313","-0.43","[-1-0]"
"3314","0.13","[0-0.33]"
"3315","0.32","[0-0.33]"
"3316","0.47","[0.33-1]"
"3317","0.46","[0.33-1]"
"3318","0.18","[0-0.33]"
"3319","0.09","[0-0.33]"
"3320","0.55","[0.33-1]"
"3321","0.08","[0-0.33]"
"3322","0.17","[0-0.33]"
"3323","-0.11","[-1-0]"
"3324","-0.07","[-1-0]"
"3325","0.27","[0-0.33]"
"3326","0.01","[0-0.33]"
"3327","0.04","[0-0.33]"
"3328","0.05","[0-0.33]"
"3329","-0.02","[-1-0]"
"3330","-0.43","[-1-0]"
"3331","0.57","[0.33-1]"
"3332","0.35","[0.33-1]"
"3333","0.4","[0.33-1]"
"3334","0.1","[0-0.33]"
"3335","0.06","[0-0.33]"
"3336","-0.83","[-1-0]"
"3337","0.04","[0-0.33]"
"3338","0.36","[0.33-1]"
"3339","0.01","[0-0.33]"
"3340","0.08","[0-0.33]"
"3341","0.09","[0-0.33]"
"3342","-0.19","[-1-0]"
"3343","0.31","[0-0.33]"
"3344","0","[-1-0]"
"3345","0.4","[0.33-1]"
"3346","0.25","[0-0.33]"
"3347","0.31","[0-0.33]"
"3348","0.21","[0-0.33]"
"3349","-0.28","[-1-0]"
"3350","0.17","[0-0.33]"
"3351","0.47","[0.33-1]"
"3352","0.43","[0.33-1]"
"3353","0.04","[0-0.33]"
"3354","0.39","[0.33-1]"
"3355","0.82","[0.33-1]"
"3356","-0.34","[-1-0]"
"3357","0.24","[0-0.33]"
"3358","0.07","[0-0.33]"
"3359","0.24","[0-0.33]"
"3360","0.71","[0.33-1]"
"3361","0.71","[0.33-1]"
"3362","-0.31","[-1-0]"
"3363","0.62","[0.33-1]"
"3364","0.45","[0.33-1]"
"3365","0.54","[0.33-1]"
"3366","-0.2","[-1-0]"
"3367","0.35","[0.33-1]"
"3368","0.4","[0.33-1]"
"3369","-0.44","[-1-0]"
"3370","0.29","[0-0.33]"
"3371","0.32","[0-0.33]"
"3372","0.13","[0-0.33]"
"3373","0.03","[0-0.33]"
"3374","0.37","[0.33-1]"
"3375","0.72","[0.33-1]"
"3376","-0.18","[-1-0]"
"3377","0.2","[0-0.33]"
"3378","-0.01","[-1-0]"
"3379","0.23","[0-0.33]"
"3380","0.68","[0.33-1]"
"3381","0.46","[0.33-1]"
"3382","-0.33","[-1-0]"
"3383","0.53","[0.33-1]"
"3384","0.32","[0-0.33]"
"3385","0.57","[0.33-1]"
"3386","-0.28","[-1-0]"
"3387","0.38","[0.33-1]"
"3388","0.14","[0-0.33]"
"3389","0.17","[0-0.33]"
"3390","-0.5","[-1-0]"
"3391","0.07","[0-0.33]"
"3392","0.18","[0-0.33]"
"3393","0.44","[0.33-1]"
"3394","-0.23","[-1-0]"
"3395","-0.08","[-1-0]"
"3396","0.28","[0-0.33]"
"3397","0.09","[0-0.33]"
"3398","0.02","[0-0.33]"
"3399","-0.17","[-1-0]"
"3400","-0.19","[-1-0]"
"3401","-0.21","[-1-0]"
"3402","0.5","[0.33-1]"
"3403","-0.03","[-1-0]"
"3404","0.4","[0.33-1]"
"3405","-0.22","[-1-0]"
"3406","0.19","[0-0.33]"
"3407","-0.3","[-1-0]"
"3408","0.19","[0-0.33]"
"3409","0.43","[0.33-1]"
"3410","0.46","[0.33-1]"
"3411","0.05","[0-0.33]"
"3412","0.44","[0.33-1]"
"3413","-0.2","[-1-0]"
"3414","0.23","[0-0.33]"
"3415","0.3","[0-0.33]"
"3416","0.66","[0.33-1]"
"3417","-0.12","[-1-0]"
"3418","0.33","[0-0.33]"
"3419","0.01","[0-0.33]"
"3420","0.43","[0.33-1]"
"3421","0.44","[0.33-1]"
"3422","-0.63","[-1-0]"
"3423","0.04","[0-0.33]"
"3424","0.31","[0-0.33]"
"3425","0.65","[0.33-1]"
"3426","0.11","[0-0.33]"
"3427","0.06","[0-0.33]"
"3428","0.07","[0-0.33]"
"3429","0.19","[0-0.33]"
"3430","0.26","[0-0.33]"
"3431","-0.14","[-1-0]"
"3432","-0.03","[-1-0]"
"3433","0.47","[0.33-1]"
"3434","0.39","[0.33-1]"
"3435","0.39","[0.33-1]"
"3436","0.38","[0.33-1]"
"3437","0.73","[0.33-1]"
"3438","0.31","[0-0.33]"
"3439","0.24","[0-0.33]"
"3440","0.27","[0-0.33]"
"3441","0.15","[0-0.33]"
"3442","-0.09","[-1-0]"
"3443","0.6","[0.33-1]"
"3444","0.14","[0-0.33]"
"3445","0.28","[0-0.33]"
"3446","0.18","[0-0.33]"
"3447","0.26","[0-0.33]"
"3448","0.46","[0.33-1]"
"3449","-0.14","[-1-0]"
"3450","0.14","[0-0.33]"
"3451","0.2","[0-0.33]"
"3452","0.81","[0.33-1]"
"3453","0.03","[0-0.33]"
"3454","0.28","[0-0.33]"
"3455","0.66","[0.33-1]"
"3456","0.54","[0.33-1]"
"3457","0.52","[0.33-1]"
"3458","0.02","[0-0.33]"
"3459","0.15","[0-0.33]"
"3460","0.32","[0-0.33]"
"3461","0.6","[0.33-1]"
"3462","0.37","[0.33-1]"
"3463","0.09","[0-0.33]"
"3464","-0.31","[-1-0]"
"3465","0.18","[0-0.33]"
"3466","-0.25","[-1-0]"
"3467","-0.06","[-1-0]"
"3468","0.09","[0-0.33]"
"3469","-0.18","[-1-0]"
"3470","-0.38","[-1-0]"
"3471","0.28","[0-0.33]"
"3472","0.51","[0.33-1]"
"3473","0","[-1-0]"
"3474","0.11","[0-0.33]"
"3475","0.14","[0-0.33]"
"3476","-0.15","[-1-0]"
"3477","0.17","[0-0.33]"
"3478","0.19","[0-0.33]"
"3479","0.76","[0.33-1]"
"3480","-0.01","[-1-0]"
"3481","0.31","[0-0.33]"
"3482","0.19","[0-0.33]"
"3483","0.73","[0.33-1]"
"3484","0.33","[0-0.33]"
"3485","-0.01","[-1-0]"
"3486","0.16","[0-0.33]"
"3487","0.27","[0-0.33]"
"3488","0.67","[0.33-1]"
"3489","0.44","[0.33-1]"
"3490","0.43","[0.33-1]"
"3491","0.33","[0-0.33]"
"3492","0.06","[0-0.33]"
"3493","0.38","[0.33-1]"
"3494","0.28","[0-0.33]"
"3495","0.28","[0-0.33]"
"3496","0.09","[0-0.33]"
"3497","0.51","[0.33-1]"
"3498","0.31","[0-0.33]"
"3499","0.46","[0.33-1]"
"3500","0.01","[0-0.33]"
"3501","0.07","[0-0.33]"
"3502","0.73","[0.33-1]"
"3503","0.18","[0-0.33]"
"3504","0.66","[0.33-1]"
"3505","-0.31","[-1-0]"
"3506","0","[-1-0]"
"3507","0.19","[0-0.33]"
"3508","0.05","[0-0.33]"
"3509","0.43","[0.33-1]"
"3510","0.19","[0-0.33]"
"3511","0.31","[0-0.33]"
"3512","0.26","[0-0.33]"
"3513","0.54","[0.33-1]"
"3514","0.18","[0-0.33]"
"3515","0.11","[0-0.33]"
"3516","0.73","[0.33-1]"
"3517","0.44","[0.33-1]"
"3518","0.44","[0.33-1]"
"3519","0.26","[0-0.33]"
"3520","0.24","[0-0.33]"
"3521","0.46","[0.33-1]"
"3522","0.52","[0.33-1]"
"3523","-0.25","[-1-0]"
"3524","0.14","[0-0.33]"
"3525","0.33","[0-0.33]"
"3526","-0.2","[-1-0]"
"3527","-0.63","[-1-0]"
"3528","-0.14","[-1-0]"
"3529","0.27","[0-0.33]"
"3530","-0.14","[-1-0]"
"3531","0.02","[0-0.33]"
"3532","-0.06","[-1-0]"
"3533","-0.15","[-1-0]"
"3534","-0.01","[-1-0]"
"3535","0.23","[0-0.33]"
"3536","0.04","[0-0.33]"
"3537","-0.03","[-1-0]"
"3538","0.15","[0-0.33]"
"3539","0.14","[0-0.33]"
"3540","0.15","[0-0.33]"
"3541","0.09","[0-0.33]"
"3542","0.17","[0-0.33]"
"3543","0.16","[0-0.33]"
"3544","0.3","[0-0.33]"
"3545","0.31","[0-0.33]"
"3546","0.47","[0.33-1]"
"3547","-0.09","[-1-0]"
"3548","0.2","[0-0.33]"
"3549","0.32","[0-0.33]"
"3550","-0.18","[-1-0]"
"3551","0.19","[0-0.33]"
"3552","0.27","[0-0.33]"
"3553","0.66","[0.33-1]"
"3554","0.65","[0.33-1]"
"3555","0.39","[0.33-1]"
"3556","0.6","[0.33-1]"
"3557","0.81","[0.33-1]"
"3558","0.6","[0.33-1]"
"3559","-0.38","[-1-0]"
"3560","0.76","[0.33-1]"
"3561","0.67","[0.33-1]"
"3562","-0.12","[-1-0]"
"3563","0.11","[0-0.33]"
"3564","0.39","[0.33-1]"
"3565","0.14","[0-0.33]"
"3566","0.03","[0-0.33]"
"3567","0.37","[0.33-1]"
"3568","0.28","[0-0.33]"
"3569","-0.01","[-1-0]"
"3570","0.44","[0.33-1]"
"3571","0.37","[0.33-1]"
"3572","0.47","[0.33-1]"
"3573","0.38","[0.33-1]"
"3574","0.34","[0.33-1]"
"3575","-0.11","[-1-0]"
"3576","0.64","[0.33-1]"
"3577","-0.09","[-1-0]"
"3578","0.45","[0.33-1]"
"3579","0.53","[0.33-1]"
"3580","-0.15","[-1-0]"
"3581","-0.02","[-1-0]"
"3582","0.54","[0.33-1]"
"3583","0.11","[0-0.33]"
"3584","0.11","[0-0.33]"
"3585","0.5","[0.33-1]"
"3586","0.34","[0.33-1]"
"3587","0.09","[0-0.33]"
"3588","0.31","[0-0.33]"
"3589","-0.16","[-1-0]"
"3590","0.11","[0-0.33]"
"3591","0.47","[0.33-1]"
"3592","0.43","[0.33-1]"
"3593","0.5","[0.33-1]"
"3594","0.29","[0-0.33]"
"3595","0.58","[0.33-1]"
"3596","0.13","[0-0.33]"
"3597","0.68","[0.33-1]"
"3598","0.27","[0-0.33]"
"3599","0.49","[0.33-1]"
"3600","0.6","[0.33-1]"
"3601","-0.41","[-1-0]"
"3602","-0.29","[-1-0]"
"3603","0.75","[0.33-1]"
"3604","0.01","[0-0.33]"
"3605","0.13","[0-0.33]"
"3606","0.26","[0-0.33]"
"3607","0.29","[0-0.33]"
"3608","0.13","[0-0.33]"
"3609","0.4","[0.33-1]"
"3610","0.09","[0-0.33]"
"3611","-0.04","[-1-0]"
"3612","0.38","[0.33-1]"
"3613","0.62","[0.33-1]"
"3614","0.33","[0-0.33]"
"3615","0.34","[0.33-1]"
"3616","0.49","[0.33-1]"
"3617","0.19","[0-0.33]"
"3618","0.74","[0.33-1]"
"3619","0.39","[0.33-1]"
"3620","0.48","[0.33-1]"
"3621","0.52","[0.33-1]"
"3622","-0.39","[-1-0]"
"3623","-0.11","[-1-0]"
"3624","0.77","[0.33-1]"
"3625","-0.25","[-1-0]"
"3626","0.11","[0-0.33]"
"3627","0.29","[0-0.33]"
"3628","0.38","[0.33-1]"
"3629","0.23","[0-0.33]"
"3630","0.37","[0.33-1]"
"3631","0.09","[0-0.33]"
"3632","0.16","[0-0.33]"
"3633","0.27","[0-0.33]"
"3634","0.19","[0-0.33]"
"3635","0.28","[0-0.33]"
"3636","0.3","[0-0.33]"
"3637","0.24","[0-0.33]"
"3638","0.06","[0-0.33]"
"3639","-0.12","[-1-0]"
"3640","-0.25","[-1-0]"
"3641","0.13","[0-0.33]"
"3642","0.18","[0-0.33]"
"3643","0.36","[0.33-1]"
"3644","-0.16","[-1-0]"
"3645","0.31","[0-0.33]"
"3646","-0.25","[-1-0]"
"3647","-0.5","[-1-0]"
"3648","-0.02","[-1-0]"
"3649","-0.02","[-1-0]"
"3650","-0.3","[-1-0]"
"3651","0.38","[0.33-1]"
"3652","0.22","[0-0.33]"
"3653","-0.24","[-1-0]"
"3654","0.33","[0-0.33]"
"3655","0.55","[0.33-1]"
"3656","0.66","[0.33-1]"
"3657","0.05","[0-0.33]"
"3658","-0.06","[-1-0]"
"3659","-0.39","[-1-0]"
"3660","0.3","[0-0.33]"
"3661","-0.06","[-1-0]"
"3662","0.17","[0-0.33]"
"3663","0.16","[0-0.33]"
"3664","-0.32","[-1-0]"
"3665","-0.58","[-1-0]"
"3666","0.45","[0.33-1]"
"3667","0.25","[0-0.33]"
"3668","-0.06","[-1-0]"
"3669","0.64","[0.33-1]"
"3670","-0.22","[-1-0]"
"3671","-0.13","[-1-0]"
"3672","0.2","[0-0.33]"
"3673","-0.3","[-1-0]"
